,Name,Club_Position,Height,Weight
3889,Jony Reitosa,defensa,176,74
3890,Vágner Corraldo,defensa,175,70
3894,Amr Warda,ataque,176,70
3896,Gen Shoji,defensa,182,74
3897,Yuki Kobayashi,central,182,72
3898,Kosei Shibasaki,central,176,65
3899,Takuma Asano,central,173,71
3901,Carlos Ponck,defensa,183,84
3904,Santiago Ascacibar,central,168,68
3905,Collins Fai,defensa,162,72
3910,Carlos Muñoz,ataque,173,67
3911,Denis Tkachuk,central,177,74
3913,Arnold Issoko,defensa,185,79
3914,Hugo Rubiães,central,175,75
3917,Paulolettinho,ataque,181,80
3918,Tiago Pombeira,ataque,173,65
3920,Luis Couprins,central,177,72
3921,Sandelas Júnior,central,183,78
3923,Barbosaldinho,defensa,186,82
3924,Alexandre Frandeira,central,192,85
3927,Tramontinaldo,defensa,175,71
3931,Josué da Feira,ataque,177,71
3932,Eltildo Bessa,ataque,165,62
3933,Heltinho Melo,ataque,174,68
3934,Adeilson Gesser,ataque,175,70
3935,Alex das Freitas,central,172,76
3936,Heitor Gesse,defensa,178,69
3937,Assane Dioussé,central,175,68
3939,Jordi Calavera,defensa,178,67
3941,Rade Krunic,central,184,74
3943,Marco Baixinho,defensa,187,80
3944,Campillo,ataque,176,70
3947,Alejandro Camargo,central,175,68
3949,Sakıb Aytaç,defensa,187,85
3950,Zeki Yıldırım,central,180,75
3952,Bruno Valdez,central,180,79
3953,Robin Lod,ataque,180,76
3955,Lucas Tagliapietra,defensa,194,90
3957,Ignacio Malcorra,central,170,70
3959,Takumi Minamino,ataque,174,67
3960,Ricardo Valente,ataque,181,76
3962,Jesús Gallardo,central,176,68
3969,Mimoun Mahi,ataque,181,69
3970,Mamadou Sylla,ataque,184,71
3971,Thabo Rakhale,central,174,61
3972,Kevin Diks,defensa,183,73
3973,Gian Marco Ferrari,defensa,189,82
3977,Philipe Sampaio,defensa,191,89
3979,Carlos Henao,defensa,187,85
3981,Luís Aurélio,central,179,70
3982,Agustín Farías,central,179,70
3984,Adam Marušić,central,177,81
3986,Anastasios Avlonitis,defensa,191,83
3987,Ivan Kovačec,central,188,85
3990,Gideon Jung,defensa,189,76
3991,Robin Gosens,central,183,76
3996,Issa Sarr,central,181,73
3999,Famara Diedhiou,ataque,189,80
4002,Gustavo Toledo,defensa,171,72
4004,Ángel Mena,ataque,168,67
4007,Sebastian Griesbeck,central,189,84
4015,Filip Mladenović,defensa,180,65
4017,Luciano Acosta,central,161,61
4018,Víctor Cabrera,defensa,182,72
4024,Carlos Salom,ataque,169,73
4025,Deiver Machado,defensa,172,70
4026,Alex Castro,central,172,65
4027,Micheal Azira,central,178,73
4029,Florent Hadergjonaj,central,182,72
4031,Bongani Zungu,central,184,76
4037,Embarba,central,173,66
4040,Samuel Gigot,defensa,187,83
4041,Jherson Vergara,defensa,187,80
4042,Sergio Vittor,defensa,189,86
4043,Sebastián Vegas,defensa,182,80
4045,Ambroise Oyongo,defensa,175,68
4046,Federico Vega,defensa,176,67
4047,Yosuke Kashiwagi,central,176,73
4048,Lukas Lerager,central,180,70
4049,Jubal,defensa,187,77
4052,Álex Moreno,central,179,68
4054,Álvaro García,central,168,59
4056,Emmanuel García,defensa,170,64
4057,Riccardo Gagliolo,defensa,180,75
4058,Leandro González,central,185,82
4061,Filipe Ferreira,defensa,178,70
4065,Carlos Auzqui,ataque,180,74
4066,Cristian Menéndez,ataque,185,81
4068,Federico Lértora,central,176,73
4070,Emanuel Insúa,defensa,181,82
4071,Daniel Rosero Valencia,defensa,181,81
4074,Alfonso Parot,defensa,181,81
4076,Lorenzo Reyes,central,175,75
4077,Dagoberto Currimilla,defensa,172,82
4079,Johan Fuentes,ataque,169,75
4080,Luis Páez,ataque,182,73
4083,Felipe Campos,defensa,179,79
4085,Nicolás Maturana,ataque,163,63
4086,Albert Acevedo,defensa,176,76
4087,Danovis Banguero,defensa,185,79
4088,Andrés Andrade,ataque,177,71
4091,Mathías Riquero,central,179,78
4093,Cleider Alzáte,central,163,63
4094,John Hernández,central,176,73
4096,Matheus Uribe,ataque,182,71
4097,Germán Mera,defensa,187,83
4099,Fáiner Torijano,defensa,181,73
4100,Yerson Candelo,central,170,68
4101,Diego Rodríguez,central,169,68
4105,Martín Nervo,defensa,183,82
4106,João Pedro,central,177,74
4107,Raúl López,defensa,185,74
4110,Kehinde Fatai,ataque,183,75
4111,Ismael,central,169,68
4112,Lee Kwang Sun,defensa,192,83
4113,Santiago Montoya,ataque,172,63
4114,Hernán Grana,defensa,170,68
4115,Kellyn Acosta,central,178,68
4117,Rober Pier,defensa,183,79
4119,Kensuke Nagai,central,178,71
4123,Steven Moreira,defensa,178,70
4124,Pedro Franco,defensa,183,73
4125,Hwang Ui Jo,ataque,184,73
4127,Augusto Solari,ataque,177,74
4128,Nacho,defensa,175,76
4129,Mario Maloča,defensa,190,83
4131,Janik Haberer,ataque,186,78
4133,Tiago Rodrigues,central,177,72
4135,Alexander Callens,defensa,186,76
4136,Aaron Olanare,ataque,189,88
4139,Valentino Lazaro,ataque,179,73
4140,Paulinho,defensa,175,70
4142,Salem Al Dawsari,central,175,62
4143,Sokol Cikalleshi,ataque,185,80
4144,Jordan Ikoko,defensa,178,77
4145,Dimitris Diamantakos,central,182,81
4146,Salman Muwashar,central,165,62
4147,Mohammed Jahfali,defensa,185,77
4148,Mikel Agu,central,184,77
4151,Quini,defensa,178,73
4152,Bryan Rabello,ataque,166,64
4155,Nicolas Verdier,ataque,185,75
4158,Omar Ibrahim Othman,defensa,181,72
4160,Alfie Mawson,defensa,188,81
4161,Fabian Holland,defensa,172,74
4163,Dimitrios Kourbelis,central,182,77
4164,Samuele Longo,ataque,186,78
4166,Edin Cocalić,defensa,190,86
4169,Lucas Torró,central,190,79
4170,Boubacar Fofana,central,189,86
4172,Lucas Lima,defensa,178,72
4173,Kaan Ayhan,central,185,84
4174,Facundo Pereyra,central,172,70
4177,Felipe,central,171,68
4182,Laurent Jans,defensa,178,73
4183,Enver Cenk Şahin,central,179,70
4184,Jacopo Dezi,central,178,69
4185,Roman Emelyanov,central,189,85
4186,Nicola Murru,defensa,180,64
4187,Téji Savanier,central,171,62
4189,Moussa Kone,central,180,71
4191,Jordon Ibe,central,175,81
4192,Valerio Verre,central,181,73
4200,John Egan,defensa,188,72
4202,Youssef Toutouh,central,189,78
4207,Hervías,central,174,68
4209,Raphael Holzhauser,central,193,85
4211,Gabriel Achilier,defensa,179,85
4212,Paul Dummett,defensa,183,77
4214,Rafał Wolski,ataque,179,66
4217,Lucas Aveldaño,defensa,185,83
4219,Jon Toral,central,184,77
4220,Gaëtan Courtet,ataque,180,72
4222,Massimo Bruno,central,178,74
4224,Joe Bryan,defensa,170,72
4227,Thiago Galhardo,central,182,69
4229,Dimitri Foulquier,central,183,78
4231,Diego Chará,central,172,68
4235,Nahki Wells,ataque,174,75
4236,Etiënne Reijnen,defensa,190,85
4237,Jair,central,179,82
4239,Thomas Bruns,ataque,177,69
4242,Gustav Wikheim,central,182,70
4246,Bruno Martella,defensa,184,78
4247,Elias Kachunga,central,178,74
4248,Sebastian Lletget,ataque,180,74
4249,Hannes Van Der Bruggen,central,181,72
4252,Thibault Moulin,central,174,70
4253,Sergey Bryzgalov,defensa,181,76
4254,Maxime Colin,defensa,180,76
4255,João Diogo,defensa,175,66
4260,Diogo Amado,central,178,73
4261,Barry Douglas,defensa,175,64
4263,Ibrahima Conté,ataque,176,60
4264,Marcelo Silva,defensa,185,83
4265,Graeme Shinnie,central,175,72
4271,Mustafa Yumlu,defensa,191,77
4273,Daniel Royer,ataque,177,73
4274,Marco Torsiglieri,defensa,190,86
4275,Maikel Kieftenbeld,central,179,78
4276,Jesús Sánchez,defensa,168,68
4277,Bekim Balaj,ataque,188,78
4279,Giulio Ebagua,ataque,183,78
4280,Tobias Kempe,central,184,77
4282,Michiel Jonckheere,central,180,64
4285,Simone Romagnoli,defensa,193,85
4287,Bailey Wright,defensa,184,79
4288,Fredrik Midtsjø,central,176,70
4294,Guitián,defensa,182,74
4296,Danny Williams,central,182,76
4298,Osvaldo González,defensa,183,80
4303,Lars Vilsvik,defensa,180,73
4304,Christophe Diandy,central,186,77
4307,José Manuel Velázquez,defensa,186,77
4308,Stalin Motta,central,172,69
4309,Rodrigo Millar,central,183,76
4312,Radosav Petrović,central,193,84
4313,Danny Batth,defensa,191,90
4314,David Davis,central,177,82
4315,Edgar Costa,ataque,177,78
4316,Amara Baby,central,183,75
4317,Javi Ros,central,174,69
4324,Marin Leovac,defensa,180,72
4326,Marcelo Sarvas,central,178,70
4328,Diego Falcinelli,ataque,186,75
4330,Felipe,ataque,171,76
4332,Archimede Morleo,defensa,172,68
4333,Leandro Cabrera,defensa,187,80
4336,Fabian Klos,ataque,194,93
4339,Hernán Bernardello,central,174,74
4340,Baba Diawara,ataque,179,75
4342,Marcinho,ataque,182,72
4343,Daniel Adejo,defensa,182,83
4347,Hassan Muath Fallatah,defensa,178,66
4349,Kléber,ataque,187,81
4351,Emil Salomonsson,defensa,182,73
4352,Kamil Wilczek,ataque,186,81
4355,Manuel Gulde,defensa,184,78
4360,Janusz Gol,central,182,77
4362,Teemu Pukki,ataque,180,78
4364,Robert Gucher,central,183,77
4365,Gennaro Scognamiglio,defensa,186,78
4367,Lorenzo Del Prete,defensa,180,81
4368,Migjen Basha,central,180,72
4369,Aleksandar Prijović,ataque,191,83
4371,Reza Ghoochannejhad,ataque,180,81
4376,Mirko Boland,central,174,70
4378,Nathan Baker,defensa,189,82
4381,Francesco Caputo,ataque,181,74
4385,Mehdi Abeid,central,180,79
4386,Mirco Antenucci,ataque,178,75
4387,Alan Baró,defensa,180,79
4388,Aziz Bouhaddouz,ataque,188,88
4389,Tommy Oar,ataque,172,66
4393,Jakob Jantscher,central,181,71
4394,Enrique Pérez,defensa,177,73
4395,Sean Morrison,defensa,194,84
4396,Niall McGinn,central,176,70
4398,Roger Espinoza,central,180,77
4400,Matías Rodríguez,defensa,178,75
4401,Fernando Navarro,defensa,165,62
4406,Massimo Coda,ataque,184,72
4408,Nílton,central,185,88
4410,Mano,defensa,170,67
4412,Eduardo Herrera,ataque,187,86
4413,Luis Montes,central,165,67
4415,Eric Lichaj,defensa,178,80
4417,John Bostock,central,188,84
4419,Giuseppe Bellusci,defensa,184,80
4420,Brayan Angulo,defensa,174,73
4422,Aarón Ñíguez,central,170,72
4424,Dirk Marcellis,defensa,180,80
4433,Jo Inge Berget,central,186,81
4437,Mark Beevers,defensa,193,80
4438,Gaetano Berardi,defensa,179,72
4439,Egidio Arévalo Ríos,central,168,73
4441,Léo Silva,central,181,76
4442,Adam Hloušek,defensa,187,76
4444,David McGoldrick,ataque,183,74
4445,Václav Procházka,defensa,185,82
4451,Radosław Majewski,ataque,170,68
4453,Rouwen Hennings,ataque,180,80
4456,Charlie Mulgrew,defensa,191,83
4457,Chris Kum,defensa,182,70
4459,Aleandro Rosi,defensa,184,80
4460,André Leão,central,185,75
4462,İsmail Konuk,defensa,187,73
4464,Stefano Guberti,ataque,180,68
4465,José Guerrero,defensa,175,75
4468,Moreno Costanzo,ataque,179,74
4469,Nicolás Bertolo,central,179,75
4470,Julio César Domínguez,defensa,175,73
4472,Mattias Bjärsmyr,defensa,186,82
4473,Per Karlsson,defensa,184,81
4474,Jahmir Hyka,central,169,62
4475,Nano,defensa,182,73
4476,Daniel Halfar,ataque,173,70
4479,Khalifa Sankaré,defensa,190,78
4481,Victor Bernárdez,defensa,187,86
4482,Chris Gunter,defensa,180,71
4484,Fabio Ceravolo,ataque,180,73
4485,Daniele Dessena,central,183,75
4486,Stylianos Malezas,defensa,192,76
4489,Brian Hamalainen,defensa,176,80
4490,Pierre Kanstrup,defensa,188,83
4491,Souleymane Bamba,defensa,190,86
4493,David Fernández,defensa,186,81
4494,Joona Toivio,defensa,186,79
4497,Linares,central,181,72
4500,Javi Moyano,defensa,178,69
4503,Antonio Balzano,central,176,73
4504,David Cotterill,central,175,71
4505,Ryan Shotton,defensa,191,84
4506,Roy Beerens,ataque,173,63
4508,Carlos Luna,ataque,179,81
4512,Jordens Peters,defensa,182,76
4516,Henok Goitom,ataque,189,77
4517,Magnus Troest,defensa,189,82
4519,Steffen Hagen,defensa,185,80
4522,Park Chu Young,ataque,182,75
4524,Sekou Cissé,ataque,184,78
4525,Joel Lynch,defensa,185,81
4526,Drew Moor,defensa,183,75
4528,Pita,central,187,81
4533,James Vaughan,ataque,182,83
4535,Miloš Krasić,central,182,74
4537,Andy Keogh,ataque,183,73
4538,Emanuel Villa,ataque,178,83
4539,Liam Ridgewell,defensa,188,79
4544,François Clerc,defensa,186,77
4552,Braulio Leal,central,173,64
4555,Willem Janssen,defensa,186,75
4556,David Edwards,central,183,78
4558,Joël Sami,defensa,190,93
4563,Jakub Rzeźniczak,defensa,182,82
4564,Carlitos,ataque,176,73
4565,Łukasz Trałka,central,186,77
4572,Marco Caligiuri,defensa,180,75
4573,Daniele Corvia,ataque,183,84
4575,Davy De fauw,defensa,186,69
4576,Sławomir Peszko,central,173,70
4578,Ivica Olić,ataque,182,85
4580,Roman Pavlyuchenko,ataque,188,84
4581,Juan Rodriguez,central,185,80
4586,Jonás Gutiérrez,central,183,73
4589,Israel Damonte,central,176,72
4590,Alexandros Tziolis,central,190,95
4592,Ross Wallace,central,167,64
4594,Alessandro Cordaro,central,169,68
4596,Billy Jones,defensa,180,77
4598,Hassan Yebda,central,187,82
4599,Amaya,defensa,192,86
4602,Christophe Lepoint,ataque,188,83
4604,Rodolfo,defensa,183,79
4607,Sabri Sarıoğlu,defensa,170,65
4608,Ali Turan,defensa,186,81
4611,Elyasa Süme,defensa,184,76
4615,Daniel Sjölund,central,178,80
4617,Johan Cavalli,ataque,170,65
4619,Jakob Poulsen,central,181,74
4620,Matteo Brighi,central,178,77
4621,Daniele Cacia,ataque,181,74
4622,Steve von Bergen,defensa,183,77
4626,Rúben Fernandes,defensa,185,78
4627,Stefan Ishizaki,central,180,76
4632,Cristian Colmán,ataque,180,79
4640,Alberth Elis,ataque,183,77
4643,Nilson Padilho,ataque,184,81
4645,Jailson Oliva,defensa,171,65
4652,Mateus,central,184,73
4656,Salvi,central,175,63
4657,Alberto Benito,defensa,177,68
4658,Didi,defensa,184,82
4659,Borja Lasso,ataque,186,75
4662,Ricky Guerreda,defensa,170,67
4663,Elgezabal,defensa,185,74
4664,Milad Mohammadi,defensa,178,79
4665,Daisuke Suzuki,defensa,181,75
4667,Guillermo Acosta,central,170,65
4668,Gonzalo Papa,central,178,71
4669,Nicolás Romat,defensa,182,82
4671,Wataru Endo,defensa,178,75
4673,Ryota Moriwaki,defensa,177,75
4674,Milan Škriniar,defensa,187,80
4675,Emanuel Dening,ataque,173,68
4678,Yann Karamoh,ataque,185,77
4681,Alexis Soto,defensa,172,69
4682,Joris Gnagnon,defensa,182,89
4684,Nejc Skubic,defensa,178,75
4687,Sevinho Santos,ataque,180,75
4688,Vicemte Tófoli,ataque,172,67
4689,Diogildo Peixe,ataque,181,71
4691,Macarinho Louro,central,175,70
4692,Renaldo Justinho,ataque,180,74
4693,Alam Basteirinho,ataque,183,74
4694,Diegildo Ramos,central,179,75
4695,Ansel Barnisco,central,184,82
4700,Césario Figueirido,defensa,191,87
4701,Milton Menceiros,defensa,182,84
4702,Bernardo Motinho,defensa,179,74
4703,Sérgio Espinho,defensa,182,75
4705,Daguinho Parrela,defensa,185,81
4706,Luisinho Conradi,defensa,174,78
4707,Wagner Orsinho,defensa,176,69
4708,Emerson Avintes,ataque,177,71
4709,Breno Bemposta,central,176,78
4710,Enzo Chissano,central,175,72
4711,Alexio Sanctos,defensa,182,84
4712,Renatao Baumer,defensa,178,76
4715,Vital Nsimba,defensa,168,68
4726,Elohim Rolland,central,183,77
4729,Marc Roberts,defensa,193,81
4731,Raillo,defensa,186,77
4733,Giovanni Troupée,defensa,180,75
4735,Brandley Kuwas,ataque,178,73
4739,Nuno Santos,central,179,73
4740,Kim Seung Joon,central,181,73
4743,Dmitriy Stotskiy,central,171,63
4744,Samuel Adegbenro,ataque,180,75
4745,Damián Lemos,central,178,82
4746,Cristian Arrieta,defensa,174,69
4747,Melero,central,183,79
4748,Yojiro Takahagi,central,183,72
4749,Jhonathan Muñoz,defensa,178,76
4751,Bruno Santos,defensa,182,75
4754,Antonio Milić,defensa,191,81
4755,Kieran Tierney,defensa,178,70
4756,Fabián,central,189,70
4757,Che Adams,ataque,178,66
4761,Daniele Verde,ataque,168,64
4762,Washington,central,183,79
4765,Duje Ćaleta-Car,defensa,188,87
4767,Ramahlwe Mphahlele,defensa,185,80
4774,Dabney Dos Santos,ataque,172,68
4775,Sofyan Amrabat,central,179,70
4776,Marcos Riquelme,ataque,181,77
4777,Alejandro Márquez,central,173,76
4779,Vítor Bruno,defensa,171,69
4781,João Afonso,defensa,188,84
4784,Granell,central,175,70
4785,Borja Lázaro,ataque,189,84
4786,Rui Correia,defensa,188,78
4792,Carraça,central,177,74
4793,Emanuel Aguilera,defensa,188,86
4799,Pablo Pérez,ataque,187,71
4800,Benno Schmitz,defensa,182,75
4804,Barnes Osei,ataque,179,66
4806,Strahil Popov,defensa,186,77
4807,Leonel Di Plácido,defensa,173,71
4809,Kasper Fisker,central,170,69
4811,Gonzalo Díaz,central,169,72
4812,Kim Do Hyeok,central,175,65
4816,Dieter Villalpando,central,170,68
4818,Gerónimo Poblete,central,173,63
4820,Cameron Brannagan,central,173,71
4821,Ryan Thomas,ataque,175,64
4824,Dmytro Khomchenovskyi,central,182,74
4825,Bersant Celina,ataque,181,66
4829,Gheorghe Grozav,central,188,82
4831,Ante Rebić,central,185,78
4832,Jimmy Medranda,ataque,172,68
4834,Baptiste Santamaria,central,183,73
4838,Pedro Tiba,central,182,76
4839,Raúl Osorio,defensa,178,76
4840,César Pinares,central,176,73
4841,Pozo,ataque,170,65
4843,Kim Min Woo,central,172,69
4845,Aleksandar Bjelica,defensa,186,80
4850,Martín Barragán,ataque,177,76
4853,Sequeira,defensa,184,79
4856,Aníbal Godoy,central,182,75
4858,Yeltsin Tejeda,central,179,71
4859,Godfrey Oboabona,defensa,186,79
4860,Jean Zimmer,defensa,173,74
4861,Alvas Powell,defensa,182,75
4863,Roberto,ataque,180,76
4864,Filip Raičević,ataque,188,75
4865,Néstor Moiraghi,defensa,179,79
4866,Boli Bolingoli,central,180,73
4870,Birama Ndoye,central,187,80
4872,Ibrahima Seck,central,194,87
4873,Guido Milan,defensa,193,92
4875,César,defensa,192,83
4876,Lucas Pittinari,central,178,75
4881,Leandro Desábato,central,176,76
4882,Maximiliano Urruti,ataque,184,74
4883,Nicolás Aguirre,central,180,78
4884,Guillermo Cosaro,defensa,177,72
4889,Leandro Benegas,ataque,180,78
4890,Ángelo Sagal,ataque,179,77
4894,Ángel Zaldívar,ataque,178,76
4898,Paulo Díaz,defensa,180,70
4903,Christian Vilches,defensa,182,78
4904,Juan Delgado,ataque,177,71
4905,Claudio Baeza,defensa,171,64
4906,Rafael Caroca,central,174,72
4907,Benjamín Vidal,defensa,181,77
4908,Leonardo Pico,central,177,73
4909,Elvis Perlaza,defensa,173,72
4915,Víctor Giraldo,defensa,177,74
4916,Diego Peralta,defensa,188,84
4917,Pylyp Budkivskyi,ataque,194,78
4919,Cristián Suárez,defensa,179,75
4921,Isaiah Brown,ataque,182,70
4925,Mu Kanazaki,ataque,180,70
4926,Kekuta Manneh,central,174,68
4928,Sebastián Palacios,central,170,69
4929,Wil Trapp,central,173,68
4931,Jonas Meffert,central,186,77
4933,Brandon Thomas,ataque,173,65
4934,Sebastian Kerk,central,184,78
4935,Jamie Maclaren,ataque,178,70
4937,Sebastián Rincón,central,185,79
4939,Michael Heylen,defensa,187,86
4940,Mustafa Al Bassas,central,169,73
4941,Tobias Schröck,central,188,82
4942,Quirin Moll,central,182,77
4943,Kevin Akpoguma,defensa,192,82
4944,Neal Maupay,ataque,171,69
4948,John Swift,central,182,73
4954,Corentin Jean,ataque,170,65
4955,Arnór Ingvi Traustason,central,182,75
4956,Opa N'Guette,central,181,73
4957,Kenan Kodro,ataque,187,77
4958,Giorgos Koutroubis,defensa,190,82
4959,Pablo Valcarce,central,175,70
4962,Leonardo Capezzi,central,178,72
4966,Thomas Pledl,central,174,65
4968,Tomasz Kędziora,defensa,183,73
4970,Johannes Wurtz,ataque,182,76
4973,Julian Jeanvier,defensa,185,84
4974,Ayanda Gcaba,defensa,180,76
4975,Andrés Cadavid,defensa,188,87
4976,Barrie McKay,ataque,175,67
4977,Stefano Magnasco,defensa,175,72
4978,Mattheus Oliveira,ataque,182,76
4980,Rodéric Filippi,defensa,183,84
4982,Bram van Polen,defensa,179,73
4984,Simon Hedlund,ataque,175,68
4988,Ahmad Hassan Assiri,defensa,179,63
4998,Abel Camará,central,185,78
4999,Brian Behrendt,defensa,187,85
5000,Steeve Yago,defensa,180,77
5003,Digão,defensa,177,78
5006,Jere Uronen,defensa,177,74
5009,Jamie Walker,central,175,70
5010,Yunis Abdelhamid,defensa,190,83
5011,Joseph Lopy,central,181,68
5012,Yussif Raman Chibsah,central,178,78
5017,Alexander Ring,central,178,73
5018,Ryan Woods,central,173,70
5019,Ousmane Dramé,ataque,174,70
5020,Raffaele Pucino,defensa,182,74
